GmlId,OBJECTID,DATASET_EN,DATASET_TC,NAME_EN,ADDRESS_EN,NAME_TC,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,Shape
BDTMSP.131,131,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHAI WAN INDUSTRIAL CENTRE,"14/F FLAT A CHAI WAN INDUSTRIAL CENTRE 20 LEE CHUNG STREET, CHAI WAN",柴灣中心工業大廈,柴灣利眾街 20 號柴灣中心工業大廈14字樓A室,HONG KONG,港島,EASTERN,東區,12/07/2018,12/07/2018,4244814159T20050430,4244814159T20050430,814161.9,842437.2,22.2662435,114.2368345,2025-10-02T15:06:37,POINT (842437.20000000 814161.90000000)
BDTMSP.132,132,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHUI KI INDUSTRIAL BUILDING,FACTORY UNIT A ON 1ST FLOOR SHUI KI INDUSTRIAL BUILDING NO.18 WONG CHUK HANG ROAD HONG KONG,瑞琪工業大廈,香港黃竹坑道18號瑞琪工業大廈1字樓A室,HONG KONG,香港,SOUTHERN,南區,20/05/2025,20/05/2025,3489712169T20050430,3489712169T20050430,812153.1,834893.5,22.24828302,114.1635742,2025-10-02T15:06:37,POINT (834893.50000000 812153.10000000)
BDTMSP.133,133,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAI PING INDUSTRIAL CENTRE BLOCK 2,FACTORY D ON 2/F TAI PING INDUSTRIAL CENTRE BLOCK 2 NO.55 TING KOK ROAD TAI PO,太平工業中心第二座,大埔汀角路55號太平工業中心第二座2字樓D室,NEW TERRITORIES,新界,TAI PO,大埔區,7/02/2025,7/02/2025,3524635221T20050430,3524635221T20050430,835234.7,835237.2,22.45645567,114.1669452,2025-10-02T15:06:37,POINT (835237.20000000 835234.70000000)
BDTMSP.134,134,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHATIN INDUSTRIAL CENTRE,4/F BLOCK A SHATIN INDUSTRIAL CENTRE NOS.5-7 YUEN SHUN CIRCUIT SHATIN,沙田工業中心A座,沙田源順圍5-7號沙田工業中心A座4字樓,NEW TERRITORIES,新界,SHA TIN,沙田區,19/05/2023,19/05/2023,3928727253T20050430,3928727253T20050430,827253.1,839293.1,22.38449843,114.2061903,2025-10-02T15:06:37,POINT (839293.10000000 827253.10000000)
BDTMSP.135,135,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SUM LUNG INDUSTRIAL BUILDING,6/F UNIT B SUM LUNG INDUSTRIAL BUILDING NO.11 SUN YIP STREET CHAI WAN,森龍工業大廈,柴灣新業街11號森龍工業大廈6字樓B室,HONG KONG,香港,EASTERN,東區,10/09/2024,10/09/2024,4341114342T20050430,4341114342T20050430,814333.9,843401.9,22.26789239,114.2461787,2025-10-02T15:06:37,POINT (843401.90000000 814333.90000000)
BDTMSP.136,136,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SUNRAY INDUSTRIAL CENTRE,8/F UNIT 806 SUNRAY INDUSTRIAL CENTRE 610 CHA KWO LING ROAD,生利工業大廈,油塘茶果嶺道610號生利工業大廈8字樓806室,KOWLOON,九龍,KWUN TONG,觀塘區,31/05/2022,31/05/2022,4254017423T20050430,4254017423T20050430,817431.9,842536.9,22.29571915,114.2377399,2025-10-02T15:06:37,POINT (842536.90000000 817431.90000000)
BDTMSP.137,137,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHAO'S INDUSTRIAL BUILDING,9/F CHAO'S INDUSTRIAL BUILDING 9 KIN FAT STREET TUEN MUN,鴻文工業大廈,屯門建發街9號鴻文工業大廈9字樓,NEW TERRITORIES,新界,TUEN MUN,屯門區,4/07/2019,4/07/2019,1474428742T20050430,1474428742T20050430,828737.3,814740.2,22.39781248,113.9678465,2025-10-02T15:06:37,POINT (814740.20000000 828737.30000000)
BDTMSP.138,138,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH WAI IND BUILDING,6/F UNIT A WAH WAI IND. BUILDING 1-7 WO HEUNG STREET FO TAN,華威工業大廈,火炭禾香街1-7號華威工業大廈6字樓A室,NEW TERRITORIES,新界,SHA TIN,沙田區,8/05/2018,8/05/2018,3838128582T20050430,3838128582T20050430,828578.5,838381.6,22.39650134,114.1973944,2025-10-02T15:06:37,POINT (838381.60000000 828578.50000000)
BDTMSP.139,139,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,13/F UNIT B PRINCE INDUSTRIAL BUILDING 106 KING FUK STREET SAN PO KONG,太子工業大廈,新蒲崗景福街106號太子工業大廈13字樓B室,KOWLOON,九龍,WONG TAI SIN,黃大仙區,13/07/2021,13/07/2021,3854821708T20050430,3854821708T20050430,821705.2,838548.4,22.33442518,114.1990063,2025-10-02T15:06:37,POINT (838548.40000000 821705.20000000)
BDTMSP.140,140,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH WAI IND BUILDING,12/F UNIT C WAH WAI IND BUILDING 1-7 WO HEUNG STREET FO TAN,華威工業大廈,火炭禾香街1-7號華威工業大廈12字樓C室,NEW TERRITORIES,新界,SHA TIN,沙田區,18/09/2019,18/09/2019,3838128582T20050430,3838128582T20050430,828578.5,838381.6,22.39650134,114.1973944,2025-10-02T15:06:37,POINT (838381.60000000 828578.50000000)
BDTMSP.141,141,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG FAT INDUSTRIAL BUILDING,"UNIT A, 13/F, CHEUNG FAT INDUSTRIAL BUILDING, 7-9 HILL ROAD, SAI WAN",長發工業大廈,西環山道7-9號長發工業大廈13字樓A室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,22/09/2020,22/09/2020,3201116385T20050430,3201116385T20050430,816387,832011.4,22.28635155,114.1355658,2025-10-02T15:06:36,POINT (832011.40000000 816387.00000000)
BDTMSP.142,142,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,OCEANIC INDUSTRIAL CENTRE,WORKSHOP 16-23 ON 11TH FLOOR OCEANIC INDUSTRIAL CENTRE NO.2 LEE LOK STREET AP LEI CHAU,海灣工貿中心,鴨脷洲利樂街2號海灣工貿中心11字樓16至23室,HONG KONG,香港,SOUTHERN,南區,18/02/2025,18/02/2025,3388410957T20050430,3388410957T20050430,810935.2,833879,22.23733674,114.1537488,2025-10-02T15:06:36,POINT (833879.00000000 810935.20000000)
BDTMSP.143,143,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KING WIN FACTORY BUILDING,UNIT B ON 4/F KING WIN FACTORY BUILDING NOS.65-67 KING YIP STREET KWUN TONG,敬運工業大廈,觀塘敬業街65-67號敬運工業大廈4字樓B室,KOWLOON,九龍,KWUN TONG,觀塘區,13/06/2023,13/06/2023,4139018921T20050430,4139018921T20050430,818922,841391,22.30925081,114.2265847,2025-10-02T15:06:36,POINT (841391.00000000 818922.00000000)
BDTMSP.144,144,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,EAST SUN INDUSTRIAL CENTRE,6/F BLOCK H EAST SUN INDUSTRIAL CENTRE NO.16 SHING YIP STREET KWUN TONG,怡生工業中心,觀塘成業街16號怡生工業中心H座6字樓,KOWLOON,九龍,KWUN TONG,觀塘區,20/12/2022,20/12/2022,4132118989T20050430,4132118989T20050430,818986.2,841315.3,22.30986509,114.2259153,2025-10-02T15:06:36,POINT (841315.30000000 818986.20000000)
BDTMSP.145,145,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,YAU TONG INDUSTRIAL BUILDING,1/F UNIT D YAU TONG INDUSTRIAL BUILDING BLK 3 2 SZE SHAN STREET YAU TONG,油塘工業大廈,油塘四山街2號油塘工業大廈3座1字樓D室,KOWLOON,九龍,KWUN TONG,觀塘區,8/11/2022,8/11/2022,4253417388T20050430,4253417388T20050430,817388.7,842538,22.2954031,114.2376816,2025-10-02T15:06:36,POINT (842538.00000000 817388.70000000)
BDTMSP.146,146,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PAHSANG INDUSTRIAL BUILDING,1/F UNIT A01 PAHSANG INDUSTRIAL BUILDING 16 SAN ON STREET TUEN MUN,百勝工業大廈,屯門新安街16號百勝工業大廈1字樓A01室,NEW TERRITORIES,新界,TUEN MUN,屯門區,23/10/2018,23/10/2018,1505328087T20050430,1505328087T20050430,828089,815040,22.39190138,113.970856,2025-10-02T15:06:36,POINT (815040.00000000 828089.00000000)
BDTMSP.147,147,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH WAI IND BUILDING,9/F UNIT B WAH WAI IND. BUILDING 1-7 WO HEUNG STREET FO TAN,華威工業大廈,火炭禾香街1-7號華威工業大廈9字樓B室,NEW TERRITORIES,新界,SHA TIN,沙田區,8/05/2018,8/05/2018,3838128582T20050430,3838128582T20050430,828578.5,838381.6,22.39650134,114.1973944,2025-10-02T15:06:36,POINT (838381.60000000 828578.50000000)
BDTMSP.148,148,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,GRANDTECH CENTRE,20/F UNIT 2 GRANDTECH CENTRE 8 ON PING STREET SHA TIN,偉達中心,沙田安平街8號偉達中心20字樓2002室,NEW TERRITORIES,新界,SHA TIN,沙田區,9/11/2020,9/11/2020,3949328020T20050430,3949328020T20050430,828023.9,839487.6,22.39142446,114.2081922,2025-10-02T15:06:36,POINT (839487.60000000 828023.90000000)
BDTMSP.149,149,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KAM MAN FUNG FACTORY BUILDING,11/F WORKSHOP B KAM MAN FUNG FACTORY BUILDING 6 HONG MAN STREET CHAI WAN,金萬豊工業大廈,柴灣康民街6號金萬豊工業大廈11字樓B室,HONG KONG,港島,EASTERN,東區,28/12/2018,28/12/2018,4221814075T20050430,4221814075T20050430,814064.4,842227,22.26548573,114.2346027,2025-10-02T15:06:36,POINT (842227.00000000 814064.40000000)
BDTMSP.150,150,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KAISER ESTATE,8/F UNIT O KAISER ESTATE KAISER ESTATE PHASE III 11 HOK YUEN STREET HUNG HOM,凱旋工商中心,紅磡鶴園街11號 凱旋工商中心三期8字樓O室,KOWLOON,九龍,KOWLOON CITY,九龍城區,17/07/2020,17/07/2020,3752619021T20050430,3752619021T20050430,819029.7,837515.3,22.31016104,114.1890837,2025-10-02T15:06:36,POINT (837515.30000000 819029.70000000)
BDTMSP.151,151,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,LUEN MING HING FACTORY BUILDING,2/F B3 &amp; B4 LUEN MING HING FACTORY BUILDING 36 MOK CHEONG STREET TO KWA WAN,聯明興工廠大廈,土瓜灣木廠街36號聯明興工廠大廈2字樓B3-B4室,KOWLOON,九龍,KOWLOON CITY,九龍城區,10/03/2017,10/03/2017,3763620406T20050430,3763620406T20050430,820396.2,837633.7,22.32266833,114.1901524,2025-10-02T15:06:35,POINT (837633.70000000 820396.20000000)
BDTMSP.152,152,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,GREAT WALL FACTORY BUILDING,FACTORY UNIT B ON 3RD FLOOR GREAT WALL FACTORY BUILDING NO.11 CHEUNG SHUN STREET LAI CHI KOK,長城工業大廈,荔枝角長順街11號長城工業大廈3字樓B室,KOWLOON,九龍,SHAM SHUI PO,深水埗區,24/07/2025,24/07/2025,3329021912T20050430,3329021912T20050430,821912.4,833283.1,22.33626637,114.1479665,2025-10-02T15:06:35,POINT (833283.10000000 821912.40000000)
BDTMSP.153,153,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,EASTERN INDUSTRIAL BUILLDING,FACTORY A ON 5TH FLOOR EASTERN INDUSTRIAL BUILLDING NOS.42/50 KWAI TING ROAD KWAI CHUNG,東方工業大廈,葵芳葵定路42-50號東方工業大廈5字樓A室,NEW TERRITORIES,新界,KWAI TSING,葵青區,31/03/2025,31/03/2025,3155724423T20050430,3155724423T20050430,824433.1,831544,22.35893823,114.1311367,2025-10-02T15:06:35,POINT (831544.00000000 824433.10000000)
BDTMSP.154,154,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,FACTORY UNIT E&amp;F ON 1ST FLOOR HONG KONG INDUSTRIAL BUILDING NOS.444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈1字樓E及F室,HONG KONG,香港,CENTRAL &amp; WESTERN,中西區,10/01/2025,10/01/2025,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:35,POINT (831793.00000000 816453.50000000)
BDTMSP.155,155,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,STYLE FACTORY BUILDING,8/F STYLE FACTORY BUILDING NO.9 ELM STREET KOWLOON,新型工廠大廈,大角咀榆樹街9號新型工廠大廈8字樓,KOWLOON,九龍,YAU TSIM MONG,油尖旺區,15/03/2024,15/03/2024,3477820203T20050430,3477820203T20050430,820203.5,834777.8,22.32083503,114.1624123,2025-10-02T15:06:35,POINT (834777.80000000 820203.50000000)
BDTMSP.156,156,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,MAI GAR INDUSTRIAL BUILDING,5/F UNIT A MAI GAR INDUSTRIAL BUILDING 146 WAI YIP STREET KWUN TONG,美嘉工業大廈,觀塘偉業街146號美嘉工業大廈5字樓A單位,KOWLOON,九龍,KWUN TONG,觀塘區,6/09/2022,6/09/2022,4064719175T20050430,4064719175T20050430,819174.2,840648.6,22.31154663,114.2193744,2025-10-02T15:06:35,POINT (840648.60000000 819174.20000000)
BDTMSP.157,157,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG HING SHING CENTRE,UNIT E 5/F CHEUNG HING SHING CENTRE 23 SHA TSUI ROAD TSUEN WAN,昌興盛中心,荃灣沙咀道 23 號昌興盛中心5字樓 E室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,31/05/2019,31/05/2019,2924126123T20050430,2924126123T20050430,826121.6,829241.6,22.37428223,114.1086438,2025-10-02T15:06:35,POINT (829241.60000000 826121.60000000)
BDTMSP.158,158,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH SHING CENTRE,10/F WORKSHOP A WAH SHING CENTRE 5 FUNG YIP STREET,華盛中心,柴灣豐業街5號華盛中心10字樓A室,HONG KONG,港島,EASTERN,東區,22/05/2019,22/05/2019,4335914294T20050430,4335914294T20050430,814291.8,843348.3,22.26745913,114.2456739,2025-10-02T15:06:35,POINT (843348.30000000 814291.80000000)
BDTMSP.159,159,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,VALIANT INDUSTRIAL CENTRE,"7/F UNIT G,H VALIANT INDUSTRIAL CENTRE 2-12 AU PUI WAN STREET FO TAN SHATIN",威力工業中心,沙田火炭坳背灣街2-12號 威力工業中心 7字樓G &amp; H室,NEW TERRITORIES,新界,SHA TIN,沙田區,15/05/2020,15/05/2020,3822728685T20050430,3822728685T20050430,828672.6,838259,22.39743167,114.195899,2025-10-02T15:06:35,POINT (838259.00000000 828672.60000000)
BDTMSP.160,160,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TSING YI INDUSTRIAL CENTRE,6/F UNIT 4 TSING YI INDUSTRIAL CENTRE PHASE I BLK B 1-33 CHEUNG TAT ROAD TSING YI,青衣工業中心,青衣長達路1-33號青衣工業中心1期B座6字樓4室,NEW TERRITORIES,新界,KWAI TSING,葵青區,26/02/2021,26/02/2021,2939823459T20130605,2939823459T20130605,823458.4,829397,22.35022551,114.1101797,2025-10-02T15:06:35,POINT (829397.00000000 823458.40000000)
BDTMSP.161,161,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI HING INDUSTRIAL BUILDING,"UNIT C 2/F, KWAI HING INDUSTRIAL BUILDING 10-18 CHUN PIN STREET KWAI CHUNG",葵興工業大廈,葵涌圳邊街10-18號葵興工業大廈2字樓C室,NEW TERRITORIES,新界,KWAI TSING,葵青區,15/11/2019,15/11/2019,3211925483T20200924,3211925483T20200924,825482.7,832119,22.36851205,114.1365902,2025-10-02T15:06:34,POINT (832119.00000000 825482.70000000)
BDTMSP.162,162,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SUNVIEW INDUSTRIAL BUILDING,3/F UNIT A-G SUNVIEW INDUSTRIAL BUILDING NO.3 ON YIP STREET CHAI WAN,新藝工業大廈,柴灣安業街3號新藝工業大廈3字樓A至G室,HONG KONG,香港,EASTERN,東區,14/07/2021,14/07/2021,4337614191T20050430,4337614191T20050430,814164.5,843385.5,22.2665289,114.2458384,2025-10-02T15:06:34,POINT (843385.50000000 814164.50000000)
BDTMSP.163,163,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,18/F UNIT E HONG KONG INDUSTRIAL BUILDING NOS.444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈18字樓E室,HONG KONG,香港,CENTRAL &amp; WESTERN,中西區,19/09/2023,19/09/2023,3179316460T20050430,3179316460T20050430,816459,831793,22.28702829,114.1334502,2025-10-02T15:06:34,POINT (831793.00000000 816459.00000000)
BDTMSP.164,164,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,GOOD HARVEST INDUSTRIAL BUILDING,WORKSHOP 6-8 ON 14TH FLOOR GOOD HARVEST INDUSTRIAL BUILDING NO.9 TSUN WEN ROAD TUEN MUN,好收成工業大廈,屯門震寰路9號好收成工業大廈10字樓6-8室,NEW TERRITORIES,新界,TUEN MUN,屯門區,26/04/2023,26/04/2023,1526828861T20050430,1526828861T20050430,828863,815271,22.3988936,113.9729337,2025-10-02T15:06:34,POINT (815271.00000000 828863.00000000)
BDTMSP.165,165,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SEA VIEW ESTATE,UNIT 302 3/F BLOCK A SEA VIEW ESTATE 2-8 WATSON ROAD TIN HAU,海景大廈,天后屈臣道2-8號海景大廈A座3樓302室,HONG KONG,港島,EASTERN,東區,9/08/2022,9/08/2022,3775616461T20050430,3775616461T20050430,816469.6,837759.8,22.28704247,114.1913135,2025-10-02T15:06:34,POINT (837759.80000000 816469.60000000)
BDTMSP.166,166,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HUNG WAI INDUSTRIAL BUILDING,5/F UNIT D HUNG WAI INDUSTRIAL BUILDING 20-26 WANG YIP STREET WEST YUEN LONG,雄偉工業大廈,元朗宏業西街20-26號雄偉工業大廈5字樓 D室,NEW TERRITORIES,新界,YUEN LONG,元朗區,13/09/2019,13/09/2019,2098134504P20070531,2098134504P20070531,834482.6,820962.4,22.44991285,114.0283609,2025-10-02T15:06:34,POINT (820962.40000000 834482.60000000)
BDTMSP.167,167,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,YOUNG YA INDUSTRIAL BUILDING,7/F UNIT C YOUNG YA INDUSTRIAL BUILDING \ 381-389 SHA TSUI ROAD TAI WO HAU,榮亞工業大廈,大窩口沙咀道381-389號榮亞工業大廈7字樓C室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,22/12/2020,22/12/2020,3044625413T20050430,3044625413T20050430,825445.6,830471.1,22.36787506,114.1203467,2025-10-02T15:06:34,POINT (830471.10000000 825445.60000000)
BDTMSP.168,168,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH FAT INDUSTRIAL BUILDING,8/F UNIT 5-6 WAH FAT INDUSTRIAL BUILDING 10-14 KUNG YIP STREET KWAI HING,華發工業大廈,葵興工業街10-14號華發工業大廈8字樓5至6室,NEW TERRITORIES,新界,KWAI TSING,葵青區,12/03/2021,12/03/2021,3188524814T20050430,3188524814T20050430,824786.3,831868.5,22.36247004,114.13432,2025-10-02T15:06:34,POINT (831868.50000000 824786.30000000)
BDTMSP.169,169,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI SHING INDUSTRIAL BUILDING,4/F UNIT G KWAI SHING INDUSTRIAL BUILDING PHASE 2 42-46 TAI LIN PAI ROAD KWAI CHUNG,貴盛工業大廈,葵涌大連排道42-46號貴盛工業大廈二期4字樓G室,NEW TERRITORIES,新界,KWAI TSING,葵青區,12/07/2018,12/07/2018,3180325006T20050430,3180325006T20050430,825002.2,831802.7,22.3642037,114.1335234,2025-10-02T15:06:34,POINT (831802.70000000 825002.20000000)
BDTMSP.170,170,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAK KING INDUSTRIAL BUILDING,17/F WORKSHOP 1 TAK KING INDUSTRIAL BUILDING 27 LEE CHUNG STREET CAHI WAN,德景工業大廈,柴灣利眾街27號德景工業大廈17字樓1室,HONG KONG,港島,EASTERN,東區,3/08/2018,3/08/2018,4234414052T20050430,4234414052T20050430,814057.8,842353.8,22.26527759,114.2358251,2025-10-02T15:06:33,POINT (842353.80000000 814057.80000000)
BDTMSP.171,171,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,FACTORY UNIT C ON 15TH FLOOR HONG KONG INDUSTRIAL BUILDING NOS.444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈15字樓C室,HONG KONG,香港,CENTRAL &amp; WESTERN,中西區,8/10/2024,8/10/2024,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:33,POINT (831793.00000000 816453.50000000)
BDTMSP.172,172,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI HING INDUSTRIAL BUILDING,WORKSHOP B ON 5/F KWAI HING INDUSTRIAL BUILDING NOS.10/18 CHUN PIN STREET KWAI CHUNG,葵興工業大廈,葵涌圳邊街10-18號葵興工業大廈5字樓B室,NEW TERRITORIES,新界,KWAI TSING,葵青區,6/06/2023,6/06/2023,3211925483T20200924,3211925483T20200924,825482,832119,22.36851205,114.1365902,2025-10-02T15:06:33,POINT (832119.00000000 825482.00000000)
BDTMSP.173,173,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,FORTUNE FACTORY BUILDING,UNIT B2 ON 7TH FLOOR FORTUNE FACTORY BUILDING NO.40 LEE CHUNG STREET CHAI WAN,富誠工業大廈,柴灣利眾街40號富誠工業大廈B座7字樓2室,HONG KONG,港島,EASTERN,東區,10/01/2023,10/01/2023,4238214187T20050430,4238214187T20050430,814190.7,842362,22.26649659,114.2361943,2025-10-02T15:06:33,POINT (842362.00000000 814190.70000000)
BDTMSP.174,174,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHUI KI INDUSTRIAL BUILDING,UNIT B 9/F SHUI KI INDUSTRIAL BUILDING 18 WONG CHUK HANG ROAD ABERDEEN,瑞琪工業大廈,香港仔黃竹坑道18號瑞琪工業大廈9字樓B室,HONG KONG,港島,SOUTHERN,南區,19/09/2022,19/09/2022,3489712169T20050430,3489712169T20050430,812153.1,834893.5,22.24828302,114.1635742,2025-10-02T15:06:33,POINT (834893.50000000 812153.10000000)
BDTMSP.175,175,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG HING SHING CENTRE,UNIT F 5/F CHEUNG HING SHING CENTRE 23 SHA TSUI ROAD TSUEN WAN,昌興盛中心,荃灣沙咀道 23 號昌興盛中心5字樓 F室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,31/05/2019,31/05/2019,2924126123T20050430,2924126123T20050430,826121.6,829241.6,22.37428223,114.1086438,2025-10-02T15:06:33,POINT (829241.60000000 826121.60000000)
BDTMSP.176,176,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,3/F UNIT C PRINCE INDUSTRIAL BUILDING 106 KING FUK STREET SAN PO KONG,太子工業大廈,新蒲崗景福街106號太子工業大廈3字樓C室,KOWLOON,九龍,WONG TAI SIN,黃大仙區,14/07/2020,14/07/2020,3854821708T20050430,3854821708T20050430,821705.2,838548.4,22.33442518,114.1990063,2025-10-02T15:06:33,POINT (838548.40000000 821705.20000000)
BDTMSP.177,177,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TSING YI INDUSTRIAL CENTRE,12/F UNIT 8-10 TSING YI INDUSTRIAL CENTRE BLOCK C 1-33 CHEUNG TAT ROAD TSING YI,青衣工業中心,青衣長達路1-33號青衣工業中心C座12字樓8-10室,NEW TERRITORIES,新界,KWAI TSING,葵青區,25/04/2019,25/04/2019,2946223408T20130606,2946223408T20130606,823407.4,829461.9,22.34976521,114.1108013,2025-10-02T15:06:33,POINT (829461.90000000 823407.40000000)
BDTMSP.178,178,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,FORTUNE FACTORY BUILDING,1/F WORKSHOP A3 FORTUNE FACTORY BUILDING 40 LEE CHUNG STREET CHAI WAN,富誠工業大廈,柴灣利眾街40號富誠工業大廈A座1字樓A3室,HONG KONG,港島,EASTERN,東區,21/05/2019,21/05/2019,4238214187T20050430,4238214187T20050430,814190.7,842362,22.26649659,114.2361943,2025-10-02T15:06:33,POINT (842362.00000000 814190.70000000)
BDTMSP.179,179,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HING WAI CENTRE,"UNITS 10, 11-12 &amp; 13-14 13/F., HING WAI CENTRE, 7 TIN WAN PRAYA ROAD, TIN WAN ABERDEEN",興偉中心,香港仔田灣海傍道7號興偉中心13字樓13室,HONG KONG,港島,SOUTHERN,南區,8/04/2021,8/04/2021,3311112189T20050430,3311112189T20050430,812184.4,833104,22.2484613,114.146248,2025-10-02T15:06:32,POINT (833104.00000000 812184.40000000)
BDTMSP.180,180,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRECIOUS INDUSTRIAL CENTRE,11/F PRECIOUS INDUSTRIAL CENTRE NO.18 CHEUNG YUE STREET CHEUNG SHA WAN,柏裕工業中心,長沙灣長裕街18號柏裕工業中心11字樓,KOWLOON,九龍,SHAM SHUI PO,深水埗區,24/10/2024,24/10/2024,3349322051T20050430,3349322051T20050430,822053,833491.3,22.33752195,114.1499368,2025-10-02T15:06:32,POINT (833491.30000000 822053.00000000)
