GmlId,OBJECTID,DATASET_EN,DATASET_TC,NAME_EN,ADDRESS_EN,NAME_TC,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,Shape
BDTMSP.1,1,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI HING INDUSTRIAL BUILDING,UNIT C ON 1/F KWAI HING INDUSTRIAL BUILDING NOS. 10-18 CHUN PIN STREET KWAI CHUNG,葵興工業大廈,葵涌圳邊街10-18號葵興工業大廈1字樓C室,NEW TERRITORIES,新界,KWAI TSING,葵青區,4/05/2023,4/05/2023,3211925483T20200924,3211925483T20200924,825482,832119,22.36851205,114.1365902,2025-10-02T15:06:27,POINT (832119.00000000 825482.00000000)
BDTMSP.2,2,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAK KING INDUSTRIAL BUILDING,12/F WORKSHOP 1 TAK KING INDUSTRIAL BUILDING 27 LEE CHUNG STREET CHAI WAN,德景工業大廈,柴灣利眾街27號德景工業大廈12字樓02室,HONG KONG,港島,EASTERN,東區,28/06/2022,28/06/2022,4234414052T20050430,4234414052T20050430,814057.8,842353.8,22.26527759,114.2358251,2025-10-02T15:06:27,POINT (842353.80000000 814057.80000000)
BDTMSP.3,3,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,16/F UNIT B PRINCE INDUSTRIAL BUILDING 106 KING FUK STREET SAN PO KONG,太子工業大廈,新蒲崗景福街106號太子工業大廈16字樓B室,KOWLOON,九龍,WONG TAI SIN,黃大仙區,17/05/2022,17/05/2022,3854821708T20050430,3854821708T20050430,821705.2,838548.4,22.33442518,114.1990063,2025-10-02T15:06:27,POINT (838548.40000000 821705.20000000)
BDTMSP.4,4,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,18/F UNIT F HONG KONG INDUSTRIAL BUILDING 444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈18字樓F室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,23/11/2021,23/11/2021,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:27,POINT (831793.00000000 816453.50000000)
BDTMSP.5,5,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WINNER BUILDING,9/F UNIT F WINNER BUILDING 36 MAN YUE STREET HUNG HOM,榮業大廈,紅磡民裕街36號榮業大廈9字樓F室,KOWLOON,九龍,KOWLOON CITY,九龍城區,13/05/2021,13/05/2021,3750818838T20050430,3750818838T20050430,818851.4,837515.3,22.30850845,114.1889088,2025-10-02T15:06:27,POINT (837515.30000000 818851.40000000)
BDTMSP.6,6,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KINWAY FACTORY BUILDING,6/F KINWAY FACTORY BUILDING 136-138 TAI LIN PAI ROAD KWAI CHUNG,建華工業大廈,葵涌大連排道136-138號建華工業大廈6字樓,NEW TERRITORIES,新界,KWAI TSING,葵青區,24/09/2020,24/09/2020,3166624475T20050430,3166624475T20050430,824479.6,831659.3,22.35940812,114.1321948,2025-10-02T15:06:27,POINT (831659.30000000 824479.60000000)
BDTMSP.7,7,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG YICK INDUSTRIAL BUILDING,7/F FLAT A CHEUNG YICK INDUSTRIAL BUILDING 12 ON YIP STREET,長益工業大廈,安業街12號長益工業大廈7字樓A,HONG KONG,港島,EASTERN,東區,11/01/2021,11/01/2021,4336614242T20050430,4336614242T20050430,814250.9,843379.2,22.26698951,114.2457416,2025-10-02T15:06:26,POINT (843379.20000000 814250.90000000)
BDTMSP.8,8,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,METROPOLITAN INDUSTRIAL AND WAREHOUSE BUILDING,16/F METROPOLITAN INDUSTRIAL AND WAREHOUSE BUILDING NO.2 216-218 TEXACO ROAD TSUEN WAN,京華工業貨倉大廈,荃灣德士古道 216-218 號京華工業貨倉大廈(二期)16字樓,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,9/09/2019,9/09/2019,3002525056T20110323,3002525056T20110323,825056,830025,22.36464968,114.1162605,2025-10-02T15:06:26,POINT (830025.00000000 825056.00000000)
BDTMSP.9,9,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING KING INDUSTRIAL BUILDING,UNIT D 14/F SHING KING INDUSTRIAL BUILDING 45 KUT SHING STREET CHAI WAN,勝景工業大廈,柴灣吉勝街45號勝景工業大廈14字樓D室,HONG KONG,港島,EASTERN,東區,20/06/2018,20/06/2018,4224614093T20050430,4224614093T20050430,814092.1,842245.5,22.26564819,114.2348744,2025-10-02T15:06:26,POINT (842245.50000000 814092.10000000)
BDTMSP.10,10,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI SHING INDUSTRIAL BUILDING,4/F UNIT H KWAI SHING INDUSTRIAL BUILDING PHASE 2 42-46 TAI LIN PAI ROAD KWAI CHUNG,貴盛工業大廈,葵涌大連排道42-46號貴盛工業大廈二期4字樓H室,NEW TERRITORIES,新界,KWAI TSING,葵青區,4/06/2018,4/06/2018,3180325006T20050430,3180325006T20050430,825002.2,831802.7,22.3642037,114.1335234,2025-10-02T15:06:26,POINT (831802.70000000 825002.20000000)
BDTMSP.11,11,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,FAVOR INDUSTRIAL CENTRE,6/F UNIT 611-612 FAVOR INDUSTRIAL CENTRE 2-6 KIN HONG STREET KWAI CHUNG,飛亞工業中心,葵涌健康街2-6號飛亞工業中心6字樓611-612室,NEW TERRITORIES,新界,KWAI TSING,葵青區,28/01/2022,28/01/2022,3148725598T20061031,3148725598T20061031,825604.7,831486.6,22.36954892,114.1304535,2025-10-02T15:06:26,POINT (831486.60000000 825604.70000000)
BDTMSP.12,12,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PO YIP BUILDING,10/F ROOM 1 PO YIP BUILDING BLK B 62-70 TEXACO ROAD,寶業大廈,德士古道62-70號寶業大廈B座10字樓1室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,16/11/2017,16/11/2017,3050525379T20050430,3050525379T20050430,825396.9,830527.7,22.36756822,114.1209197,2025-10-02T15:06:26,POINT (830527.70000000 825396.90000000)
BDTMSP.13,13,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SUNVIEW INDUSTRIAL BUILDING,"UNIT A 8/F., SUNVIEW INDUSTRIAL BUILDING, 3 ON YIP STREET, CHAI WAN",新藝工業大廈,柴灣安業街3號新藝工業大廈 8字樓A室,HONG KONG,港島,EASTERN,東區,7/03/2019,7/03/2019,4337614191T20050430,4337614191T20050430,814164.5,843385.5,22.2665289,114.2458384,2025-10-02T15:06:26,POINT (843385.50000000 814164.50000000)
BDTMSP.14,14,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,"UNIT E, 6/F., HONG KONG INDUSTRIAL BUILDING, 444-452 DES VOEUX ROAD WEST, SAI WAN",香港工業大廈,西環德輔道西444-452號香港工業大廈6字樓E室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,18/09/2018,18/09/2018,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:26,POINT (831793.00000000 816453.50000000)
BDTMSP.15,15,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KAISER ESTATE,12/F UNIT P KAISER ESTATE PHASE III 11 HOK YUEN STREET HUNG HOM,凱旋工商中心,紅磡鶴園街11號 凱旋工商中心三期12字樓P室,KOWLOON,九龍,KOWLOON CITY,九龍城區,26/06/2019,26/06/2019,3752619021T20050430,3752619021T20050430,819029.7,837515.3,22.31016104,114.1890837,2025-10-02T15:06:26,POINT (837515.30000000 819029.70000000)
BDTMSP.16,16,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,BLUE BOX FACTORY BUILDING,12/F UNIT B1 BLUE BOX FACTORY BUILDING 25 HING WO STREET TIN WAN ABERDEEN,大生工業大廈,香港仔田灣興和街25號大生工業大廈12字樓B1室,HONG KONG,港島,SOUTHERN,南區,10/01/2017,10/01/2017,3334312405T20050430,3334312405T20050430,812415.8,833353.5,22.25041233,114.1484983,2025-10-02T15:06:25,POINT (833353.50000000 812415.80000000)
BDTMSP.17,17,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,11TH FLOOR HONG KONG INDUSTRIAL BUILDING NOS.444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈11字樓,HONG KONG,香港,CENTRAL &amp; WESTERN,中西區,4/02/2025,4/02/2025,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:25,POINT (831793.00000000 816453.50000000)
BDTMSP.18,18,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,19/F UNIT A HONG KONG INDUSTRIAL BUILDING 444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈19字樓A室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,8/10/2020,8/10/2020,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:25,POINT (831793.00000000 816453.50000000)
BDTMSP.19,19,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING KING INDUSTRIAL BUILDING,UNIT A 10/F SHING KING INDUSTRIAL BUILDING 45 KUT SHING STREET CHAI WAN,勝景工業大廈,柴灣吉勝街45號勝景工業大廈10字樓A室,HONG KONG,港島,EASTERN,東區,11/09/2019,11/09/2019,4224614093T20050430,4224614093T20050430,814092.1,842245.5,22.26564819,114.2348744,2025-10-02T15:06:25,POINT (842245.50000000 814092.10000000)
BDTMSP.20,20,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PAHSANG INDUSTRIAL BUILDING,1/F UNIT B1 PAHSANG INDUSTRIAL BUILDING 16 SAN ON STREET TUEN MUN,百勝工業大廈,屯門新安街16號百勝工業大廈1字樓B01室,NEW TERRITORIES,新界,TUEN MUN,屯門區,23/10/2018,23/10/2018,1505328087T20050430,1505328087T20050430,828089,815040,22.39190138,113.970856,2025-10-02T15:06:25,POINT (815040.00000000 828089.00000000)
BDTMSP.21,21,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HARBOUR CENTRE,9/F UNIT 5-7 HARBOUR CENTRE TOWER 1 1 HOK CHEUNG STREET HUNG HOM,維港中心,紅磡鶴翔街 1 號維港中心第 1 座 9 字樓 5 至 7 室,KOWLOON,九龍,KOWLOON CITY,九龍城區,23/07/2019,23/07/2019,3770318916T20050430,3770318916T20050430,818951.1,837702.9,22.30921268,114.1908014,2025-10-02T15:06:25,POINT (837702.90000000 818951.10000000)
BDTMSP.22,22,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TEXACO ROAD INDUSTRIAL CENTRE,8/F UNIT 5 TEXACO ROAD INDUSTRIAL CENTRE BLK B 14-22 WANG LUNG STREET TSUEN WAN,德士古道工業中心,荃灣橫龍街14-22號德士古道工業中心B座8字樓5室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,4/01/2019,4/01/2019,3000325207T20050430,3000325207T20050430,825214.4,829983.8,22.36601321,114.1160463,2025-10-02T15:06:25,POINT (829983.80000000 825214.40000000)
BDTMSP.23,23,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,"UNIT E, 5/F., HONG KONG INDUSTRIAL BUILDING, 444-452 DES VOEUX ROAD WEST, SAI WAN",香港工業大廈,西環德輔道西444-452號香港工業大廈5字樓E室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,19/02/2019,19/02/2019,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:25,POINT (831793.00000000 816453.50000000)
BDTMSP.24,24,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAK KING INDUSTRIAL BUILDING,14/F WORKSHOP 1 TAK KING INDUSTRIAL BUILDING 27 LEE CHUNG STREET CHAI WAN,德景工業大廈,柴灣利眾街27號德景工業大廈14字樓,HONG KONG,港島,EASTERN,東區,6/11/2018,6/11/2018,4234414052T20050430,4234414052T20050430,814057.8,842353.8,22.26527759,114.2358251,2025-10-02T15:06:25,POINT (842353.80000000 814057.80000000)
BDTMSP.25,25,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING KING INDUSTRIAL BUILDING,UNIT A &amp; B 2/F SHING KING INDUSTRIAL BUILDING 45 KUT SHING STREET CHAI WAN,勝景工業大廈,柴灣吉勝街45號勝景工業大廈2字樓A及B室,HONG KONG,港島,EASTERN,東區,17/09/2019,17/09/2019,4224614093T20050430,4224614093T20050430,814092.1,842245.5,22.26564819,114.2348744,2025-10-02T15:06:25,POINT (842245.50000000 814092.10000000)
BDTMSP.26,26,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,8/F WORKSHOP A PRINCE INDUSTRIAL BUILDING 5 SUN YIP STREET CHAI WAN,王子工業大廈,柴灣新業街5號王子工業大廈8字樓A室,HONG KONG,港島,EASTERN,東區,7/03/2019,7/03/2019,4344414234T20050430,4344414234T20050430,814231,843445.2,22.26691694,114.2464984,2025-10-02T15:06:24,POINT (843445.20000000 814231.00000000)
BDTMSP.27,27,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAI PING INDUSTRIAL CENTRE,FACTORY C &amp; E ON 8/F TAI PING INDUSTRIAL CENTRE BLOCK 2 NO.55 TING KOK ROAD TAI PO,太平工業中心,大埔汀角路55號太平工業中心第二座8字樓C及E室,NEW TERRITORIES,新界,TAI PO,大埔區,25/07/2025,25/07/2025,3524635221T20050430,3524635221T20050430,835234.7,835241.4,22.45645567,114.1669452,2025-10-02T15:06:24,POINT (835241.40000000 835234.70000000)
BDTMSP.28,28,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING KING INDUSTRIAL BUILDING,FACTORY UNIT C ON 11TH FLOOR SHING KING INDUSTRIAL BUILDING NO.45 KUT SHING STREET CHAI WAN,勝景工業大廈,柴灣吉勝街45號勝景工業大廈11字樓C室,HONG KONG,香港,EASTERN,東區,8/10/2024,8/10/2024,4224614093T20050430,4224614093T20050430,814092.1,842245.5,22.26564819,114.2348744,2025-10-02T15:06:24,POINT (842245.50000000 814092.10000000)
BDTMSP.29,29,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAI CHEUNG INDUSTRIAL CENTRE,2/F UNIT L-M WAI CHEUNG INDUSTRIAL CENTRE NO. 5 SHEK PAI TAU ROAD TUEN MUN,偉昌工業大厦,屯門石排頭路5號偉昌工業大厦2字樓L至M室,NEW TERRITORIES,新界,TUEN MUN,屯門區,21/11/2024,21/11/2024,1479729049T20090717,1479729049T20090717,829048.4,814798.3,22.40058549,113.968357,2025-10-02T15:06:24,POINT (814798.30000000 829048.40000000)
BDTMSP.30,30,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SUI YING INDUSTRIAL BUILDING,6/F UNIT A &amp; B SUI YING INDUSTRIAL BUILDING NO.1 YUK YAT STREET TO KWA WAN,瑞英工業大廈,土瓜灣旭日街1號瑞英工業大廈6字樓A及B室,KOWLOON,九龍,KOWLOON CITY,九龍城區,17/10/2024,17/10/2024,3770619617T20050430,3770619617T20050430,819627.7,837713.1,22.31554313,114.1908312,2025-10-02T15:06:24,POINT (837713.10000000 819627.70000000)
BDTMSP.31,31,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,ELDEX INDUSTRIAL BUILDING,12/F UNIT B ELDEX INDUSTRIAL BUILDING NO.21 MA TAU WAI ROAD HUNG HOM,義達工業大廈,紅磡馬頭圍道21號義達工業大廈12字樓B室,KOWLOON,九龍,KOWLOON CITY,九龍城區,27/06/2023,27/06/2023,3739318823T20050430,3739318823T20050430,818830.6589,837403.0475,22.30837307,114.1877927,2025-10-02T15:06:24,POINT (837403.04750000 818830.65890000)
BDTMSP.32,32,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,FACTORY FLAT B 1/F PRINCE INDUSTRIAL BUILDING NO.5 SUN YIP STREET CHAI WAN,王子工業大廈,柴灣新業街5號王子工業大廈1字樓B室,EASTERN,東區,EASTERN,港島,21/02/2023,21/02/2023,4344414234T20050430,4344414234T20050430,814231,843445.2,22.26691694,114.2464984,2025-10-02T15:06:24,POINT (843445.20000000 814231.00000000)
BDTMSP.33,33,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,BONSUN INDUSTRIAL BUILDING,7/F BONSUN INDUSTRIAL BUILDING 364-366 SHA TSUI ROAD TSUEN WAN,萬象工業大廈,荃灣沙咀道364-366號萬象工業大廈7字樓,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,3/09/2020,3/09/2020,3034025444T20050430,3034025444T20050430,825422.4,830331,22.36815465,114.1193174,2025-10-02T15:06:24,POINT (830331.00000000 825422.40000000)
BDTMSP.34,34,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,GOLDFIELD INDUSTRIAL CENTRE,"WORKSHOP 22 &amp; 23, 11/F GOLDFIELD INDUSTRIAL CENTRE 1 SUI WO ROAD FO TAN SHATIN",豐利工業中心,沙田火炭穗禾路1號豐利工業中心11字樓22及23室,NEW TERRITORIES,新界,SHA TIN,沙田區,23/07/2019,23/07/2019,3786428710T20050430,3786428710T20050430,828682.5,837841,22.39765781,114.1923738,2025-10-02T15:06:24,POINT (837841.00000000 828682.50000000)
BDTMSP.35,35,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KAM SHING INDUSTRIAL BUILDING,5/F UNIT A KAM SHING INDUSTRIAL BUILDING 1-11 KWAI WING ROAD KWAI CHUNG,金城工業大廈,葵興葵榮路1-11號金城工業大廈5字樓A室,NEW TERRITORIES,新界,KWAI TSING,葵青區,6/06/2017,6/06/2017,3181225193T20050430,3181225193T20050430,825187.2,831796.5,22.36589243,114.1336102,2025-10-02T15:06:23,POINT (831796.50000000 825187.20000000)
BDTMSP.36,36,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH HING INDUSTRIAL BUILDING,WORKSHOP SPACE A &amp; D ON 7/F WAH HING INDUSTRIAL BUILDING NOS.2-6 MA KOK STREET TSUEN WAN,華興工業大廈,荃灣馬角街2-6號華興工業大廈7字樓A及D室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,20/06/2025,20/06/2025,3027725089T20050430,3027725089T20050430,825060.3,830266,22.36494859,114.118707,2025-10-02T15:06:23,POINT (830266.00000000 825060.30000000)
BDTMSP.37,37,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HOPEFULL FACTORY CENTRE,FACTORY UNIT 4 5/F HOPEFUL FACTORY CENTRE 10-16 WO SHING STREET FO TAN,海輝工業中心,火炭禾盛街10-16號海輝工業中心5字樓4號工廠單位,NEW TERRITORIES,新界,SHA TIN,沙田區,23/09/2022,23/09/2022,3835928621T20050430,3835928621T20050430,828616.1,838355.8,22.39685356,114.1971808,2025-10-02T15:06:23,POINT (838355.80000000 828616.10000000)
BDTMSP.38,38,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,6/F UNIT F2 &amp; G HONG KONG INDUSTRIAL BUILDING 444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈6字樓 F2 及G室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,30/07/2019,30/07/2019,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:23,POINT (831793.00000000 816453.50000000)
BDTMSP.39,39,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WONG KING INDUSTRIAL BUILDING,6/F UNIT A WONG KING INDUSTRIAL BUILDING 2 TAI YAU STREET SAN PO KONG,旺景工業大廈,新蒲崗大有街2-4號旺景工業大廈6字樓A室,KOWLOON,九龍,WONG TAI SIN,黃大仙區,9/07/2019,9/07/2019,3853322220T20050430,3853322220T20050430,822201.3,838520.5,22.33904886,114.1988615,2025-10-02T15:06:23,POINT (838520.50000000 822201.30000000)
BDTMSP.40,40,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAI PING INDUSTRIAL CENTRE,14/F UNIT E TAI PING INDUSTRIAL CENTRE BLOCK 2 55 TING KOK ROAD TAI PO,太平工業中心,大埔汀角路55號太平工業中心第二座14字樓E室,NEW TERRITORIES,新界,TAI PO,大埔區,12/07/2019,12/07/2019,3524635221T20050430,3524635221T20050430,835234.7,835237.2,22.45645567,114.1669452,2025-10-02T15:06:23,POINT (835237.20000000 835234.70000000)
BDTMSP.41,41,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WELL TOWN INDUSTRIAL BUILDING,2/F WELL TOWN INDUSTRIAL BUILDING 13 KO FAI ROAD YAU TONG,寶城工業大廈,油塘高輝道13號寶城工業大廈2字樓,KOWLOON,九龍,KWUN TONG,觀塘區,28/10/2020,28/10/2020,4235717417T20050430,4235717417T20050430,817409.7,842360.7,22.29566562,114.235964,2025-10-02T15:06:23,POINT (842360.70000000 817409.70000000)
BDTMSP.42,42,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING DAO INDUSTRIAL BUILDING,18/F SHING DAO INDUSTRIAL BUILDING 232 ABERDEEN MAIN ROAD,城都工業大廈,香港仔大道232號城都工業大廈18字樓,HONG KONG,港島,SOUTHERN,南區,4/01/2020,4/01/2020,3381312283T20050905,3381312283T20050905,812282.8,833815.3,22.24931132,114.1530581,2025-10-02T15:06:23,POINT (833815.30000000 812282.80000000)
BDTMSP.43,43,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,"UNIT D, 3/F., HONG KONG INDUSTRIAL BUILDING, 444-452 DES VOEUX ROAD WEST, SAI WAN",香港工業大廈,西環德輔道西444-452號香港工業大廈3字樓D室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,26/03/2021,26/03/2021,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:06:23,POINT (831793.00000000 816453.50000000)
BDTMSP.44,44,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH HA FACTORY BUILDING,12/F B WAH HA FACTORY BUILDING 8 SHIPYARD LANE QUARRY BAY,華廈工業大廈,鰂魚涌船塢里8號華廈工業大廈12字樓B室,HONG KONG,港島,EASTERN,東區,16/03/2017,16/03/2017,4022016307T20051031,4022016307T20051031,816291.7,840175.4,22.28564786,114.2152231,2025-10-02T15:06:23,POINT (840175.40000000 816291.70000000)
BDTMSP.45,45,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,MAI SHUN INDUSTRIAL BUILDING,13/F UNIT A &amp; B MAI SHUN INDUSTRIAL BUILDING 18-24 KWAI CHEONG ROAD,美順工業大廈,葵昌路18-24號美順工業大廈13字樓A &amp; B室,NEW TERRITORIES,新界,KWAI TSING,葵青區,30/01/2019,30/01/2019,3177725091T20050430,3177725091T20050430,825108.6,831768.7,22.36497122,114.1332707,2025-10-02T15:06:22,POINT (831768.70000000 825108.60000000)
BDTMSP.46,46,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,ELDEX INDUSTRIAL BUILDING,5/F UNIT B ELDEX INDUSTRIAL BUILDING NO.21 MA TAU WAI ROAD HUNG HOM,義達工業大廈,紅磡馬頭圍道21號義達工業大廈5字樓B室,KOWLOON,九龍,KOWLOON CITY,九龍城區,30/09/2024,30/09/2024,3739318823T20050430,3739318823T20050430,818821.5,837402,22.30837307,114.1877927,2025-10-02T15:06:22,POINT (837402.00000000 818821.50000000)
BDTMSP.47,47,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH HING INDUSTRIAL BUILDING,1/F UNIT C WAH HING INDUSTRIAL BUILDING NOS. 2-6 MA KOK STREET TSUEN WAN,華興工業大廈,荃灣馬角街2-6號華興工業大廈1字樓C室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,25/08/2023,25/08/2023,3027725089T20050430,3027725089T20050430,825060.3,830270.1,22.36494859,114.118707,2025-10-02T15:06:22,POINT (830270.10000000 825060.30000000)
BDTMSP.48,48,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HUNG FUK FACTORY BUILDING,7/F FLOOR FACTORY UNIT A HUNG FUK FACTORY BUILDING NO.60 HUNG TO ROAD KOWLOON,鴻福工業大廈,鴻圖道60號鴻福工業大廈7字樓A,KOWLOON,九龍,KWUN TONG,觀塘區,7/11/2023,7/11/2023,4099218971T20050430,4099218971T20050430,818963.9,840987.7,22.30970348,114.2227222,2025-10-02T15:06:22,POINT (840987.70000000 818963.90000000)
BDTMSP.49,49,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,YING LUN GODOWN,1/F YING LUN GODOWN NO.33 KWUN TONG,英倫倉,觀塘大業街33號1字樓,KOWLOON,九龍,KWUN TONG,觀塘區,28/03/2023,28/03/2023,3683618661T20050430,3683618661T20050430,819779,840141,22.30691039,114.1823869,2025-10-02T15:06:22,POINT (840141.00000000 819779.00000000)
BDTMSP.50,50,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,GOOD HARVEST INDUSTRIAL BUILDING,WORKSHOP 1-3 ON 10TH FLOOR GOOD HARVEST INDUSTRIAL BUILDING NO.9 TSUN WEN ROAD TUEN MUN,好收成工業大廈,屯門震寰路9號好收成工業大廈10字樓1-3室,NEW TERRITORIES,新界,TUEN MUN,屯門區,1/09/2022,1/09/2022,1526828861T20050430,1526828861T20050430,828863,815271,22.3988936,113.9729337,2025-10-02T15:06:22,POINT (815271.00000000 828863.00000000)
